Year,i,Q_121221,V_121221,Q_121229,V_121229
2017,214,0.0,0.0,0.03,0.02
2017,218,0.13,1.06,0.0,0.0
2017,222,0.0,0.0,0.0,0.0
2017,226,0.0,0.0,0.0,0.0
2017,231,0.0,0.0,0.0,0.0
2017,232,0.0,0.0,0.0,0.0
2017,233,0.02,0.03,0.0,0.0
2017,238,0.0,0.0,0.0,0.0
2017,242,0.0,0.0,0.71,0.23
2017,246,0.0,0.01,0.02,0.02
2017,251,0.18,0.2,0.93,0.63
2017,258,0.0,0.0,0.01,0.0
2017,260,0.0,0.0,0.0,0.0
2017,262,0.0,0.0,0.0,0.0
2017,266,0.0,0.0,0.0,0.0
2017,268,0.0,0.0,0.0,0.0
2017,270,0.0,0.0,0.0,0.0
2017,275,0.0,0.0,0.0,0.0
2017,276,0.02,0.14,0.04,0.06
2017,288,0.0,0.03,0.0,0.01
2017,292,0.0,0.0,0.0,0.0
2017,296,32.0,9.07,0.0,0.0
2017,300,0.0,0.03,0.01,0.15
2017,304,0.0,0.01,0.0,0.0
2017,308,0.0,0.0,0.0,0.0
2017,316,0.07,0.59,0.06,0.87
2017,320,0.0,0.0,0.0,0.01
2017,324,0.0,0.0,0.0,0.0
2017,328,0.0,0.0,0.0,0.0
2017,332,0.0,0.0,0.0,0.0
2017,340,0.0,0.0,0.0,0.12
2017,344,0.14,0.14,0.01,0.02
2017,348,0.0,0.0,0.02,0.03
2017,352,16.55,17.14,560.91,101.31
2017,360,53.05,15.57,11.39,6.68
2017,364,0.0,0.0,0.03,0.01
2017,368,0.0,0.0,0.0,0.0
2017,372,1.16,0.49,14.43,11.37
2017,376,0.33,1.49,0.18,0.44
2017,380,0.0,0.01,0.04,0.1
2017,384,0.0,0.0,0.0,0.0
2017,388,0.01,0.06,0.01,0.17
2017,392,0.15,0.69,0.02,0.2
2017,398,0.0,0.0,0.0,0.0
2017,400,0.0,0.0,0.0,0.0
2017,404,0.0,0.01,0.0,0.0
2017,408,0.14,0.34,0.0,0.05
2017,410,2.28,10.48,0.04,0.7
2017,414,0.0,0.0,0.0,0.0
2017,417,0.0,0.0,0.0,0.0
2017,418,0.0,0.01,0.0,0.0
2017,422,0.02,0.14,0.0,0.09
2017,426,0.0,0.0,0.0,0.0
2017,428,0.23,0.23,0.03,0.01
2017,430,0.0,0.0,0.0,0.0
2017,434,0.0,0.0,0.0,0.0
2017,440,0.32,0.36,0.34,0.47
2017,442,0.01,0.03,0.0,0.0
2017,446,0.0,0.0,0.0,0.0
2017,450,8.78,0.78,22.23,17.99
2017,454,0.0,0.0,0.0,0.0
2017,458,0.68,0.24,0.03,0.04
2017,462,0.0,0.0,0.0,0.0
2017,466,0.0,0.0,0.0,0.0
2017,470,0.04,0.16,0.02,0.03
2017,478,0.0,0.0,0.0,0.0
2017,480,0.0,0.0,0.0,0.0
2017,484,0.01,0.02,0.05,0.06
2017,490,0.04,0.24,0.02,0.06
2017,496,0.0,0.0,0.0,0.0
2017,498,0.0,0.0,0.0,0.0
2017,499,0.0,0.0,0.0,0.0
2017,500,0.0,0.0,0.0,0.0
2017,504,0.66,1.1,3.08,9.65
2017,508,0.0,0.0,0.0,0.0
2017,512,0.0,0.0,0.0,0.0
2017,516,0.0,0.0,0.0,0.0
2017,520,0.0,0.0,0.0,0.0
2017,524,0.0,0.0,0.0,0.0
2017,528,0.07,0.23,0.04,0.2
2017,531,0.0,0.0,0.0,0.0
2017,533,0.0,0.0,0.0,0.0
2017,534,0.0,0.0,0.0,0.0
2017,535,0.0,0.0,0.0,0.0
2017,540,0.0,0.0,0.0,0.0
2017,548,0.0,0.0,0.0,0.0
2017,554,0.19,0.38,0.35,0.31
2017,558,0.0,0.0,0.0,0.0
2017,562,0.0,0.0,0.32,0.08
2017,566,0.03,0.0,0.0,0.0
2017,570,0.0,0.0,0.0,0.0
2017,574,0.0,0.0,0.0,0.0
2017,579,0.05,0.14,2.02,3.04
2017,580,0.0,0.0,0.0,0.0
2017,583,0.0,0.0,0.0,0.0
2017,584,0.0,0.0,0.0,0.0
2017,585,0.0,0.0,0.0,0.0
2017,586,0.0,0.0,0.01,0.02
2017,591,0.0,0.0,0.05,0.19
2017,598,1.18,0.18,0.0,0.0
2017,600,0.0,0.0,0.0,0.0
2017,604,0.04,0.07,36.12,33.9
2017,608,3.97,5.03,5.3,8.41
2017,612,0.0,0.0,0.0,0.0
2017,616,0.05,0.07,0.02,0.03
2017,620,0.1,0.62,1.36,3.49
2017,624,0.0,0.0,0.0,0.0
2017,626,99.69,26.59,0.0,0.0
2017,634,0.0,0.0,0.0,0.0
2017,642,0.01,0.01,0.0,0.01
2017,643,0.02,0.06,0.01,0.01
2017,646,0.0,0.0,0.0,0.01
2017,652,0.0,0.0,0.0,0.0
2017,654,0.0,0.0,0.0,0.0
2017,659,0.0,0.0,0.0,0.0
2017,660,0.0,0.0,0.0,0.0
2017,662,0.21,0.79,0.0,0.0
2017,666,0.0,0.0,0.0,0.0
2017,670,0.0,0.0,0.0,0.0
2017,674,0.0,0.0,0.24,0.68
2017,678,0.0,0.0,0.0,0.0
2017,682,0.0,0.0,0.0,0.0
2017,686,0.0,0.0,0.47,1.2
2017,688,0.0,0.0,0.0,0.01
2017,690,0.0,0.0,0.0,0.0
2017,694,0.01,0.07,0.0,0.0
2017,699,0.03,0.12,0.02,0.25
2017,702,0.03,0.13,0.0,0.03
2017,703,0.01,0.01,0.15,0.01
2017,704,0.05,0.08,0.2,0.17
2017,705,0.0,0.01,0.0,0.04
2017,706,0.0,0.0,0.0,0.0
2017,710,0.56,0.24,0.25,0.5
2017,716,0.0,0.0,0.0,0.0
2017,724,0.23,0.75,0.15,0.42
2017,728,0.0,0.0,0.0,0.0
2017,729,0.0,0.0,0.0,0.0
2017,740,0.0,0.0,0.0,0.0
2017,748,0.0,0.0,0.0,0.0
2017,752,0.04,0.2,0.03,0.13
2017,757,0.0,0.0,0.0,0.01
2017,760,0.03,0.02,0.0,0.0
2017,762,0.0,0.0,0.0,0.0
2017,764,0.09,0.29,0.01,0.21
2017,768,0.0,0.02,0.0,0.0
2017,772,0.0,0.0,0.0,0.03
2017,776,425.85,249.16,0.0,0.0
2017,780,0.01,0.01,0.01,0.04
2017,784,0.04,0.03,0.0,0.0
2017,788,0.0,0.06,0.21,0.59
2017,792,0.0,0.02,0.0,0.0
2017,795,0.0,0.0,0.05,0.08
2017,796,0.0,0.0,0.0,0.0
2017,798,0.0,0.0,0.0,0.0
2017,800,0.0,0.0,0.0,0.0
2017,804,0.0,0.01,0.02,0.08
2017,807,0.0,0.0,0.0,0.0
2017,818,0.02,0.06,0.0,0.0
2017,826,0.34,0.43,0.07,0.25
2017,834,4.2,0.79,83.34,47.83
2017,842,0.05,0.19,0.02,0.14
2017,854,0.04,0.64,0.0,0.01
2017,858,0.0,0.0,0.0,0.0
2017,860,0.0,0.0,0.0,0.0
2017,862,0.0,0.0,0.0,0.0
2017,876,0.0,0.0,0.0,0.0
2017,882,1.53,1.37,0.0,0.0
2017,887,0.0,0.0,0.0,0.0
2017,894,0.0,0.0,0.0,0.0
2021,4,0.0,0.0,0.0,0.0
2021,8,0.0,0.0,0.0,0.0
2021,12,0.0,0.0,0.0,0.0
2021,16,0.0,0.0,0.0,0.0
2021,20,0.0,0.0,0.0,0.0
2021,24,0.0,0.0,0.0,0.0
2021,28,0.0,0.01,0.0,0.0
2021,31,0.0,0.0,0.0,0.0
2021,32,0.04,0.08,0.05,0.1
2021,36,0.09,0.12,0.13,0.22
2021,40,0.03,0.12,0.0,0.05
2021,44,0.0,0.0,0.0,0.0
2021,48,0.01,0.01,0.0,0.0
2021,50,0.0,0.0,0.0,0.0
2021,51,0.0,0.0,0.01,0.4
2021,52,0.0,0.0,0.0,0.0
2021,56,0.02,0.08,0.15,0.24
2021,60,0.0,0.0,0.0,0.0
2021,64,0.0,0.0,0.0,0.0
2021,68,0.0,0.0,0.0,0.0
2021,70,0.0,0.0,0.0,0.0
2021,72,0.0,0.0,0.0,0.0
2021,76,0.06,0.07,3.04,0.86
2021,84,0.16,0.45,0.01,0.03
2021,86,0.0,0.0,0.0,0.0
2021,90,2.87,1.06,253.2,55.95
2021,92,0.0,0.0,0.0,0.0
2021,96,0.07,0.28,0.03,4.5
2021,100,0.05,0.18,0.01,0.1
2021,104,2.36,0.32,0.44,0.3
2021,108,0.0,0.0,0.0,0.0
2021,112,0.19,0.14,0.02,0.02
2021,116,0.0,0.0,0.0,0.0
2021,120,0.0,0.0,0.0,0.0
2021,124,0.12,0.4,1.38,2.11
2021,132,0.0,0.0,0.0,0.0
2021,136,0.0,0.0,0.0,0.0
2021,140,0.0,0.0,0.0,0.0
2021,144,0.27,0.1,0.73,0.36
2021,148,0.0,0.0,0.0,0.0
2021,152,3.4,2.88,55.79,69.32
2021,156,0.74,1.59,0.07,0.19
2021,162,0.0,0.0,0.0,0.0
2021,166,0.0,0.0,0.0,0.0
2021,170,0.0,0.0,0.01,0.0
2021,174,0.0,0.0,0.0,0.0
2021,178,0.0,0.0,0.0,0.0
2021,180,0.0,0.0,0.0,0.0
2021,184,0.0,0.0,0.0,0.0
2021,188,0.0,0.0,0.0,0.0
2021,191,0.0,0.01,0.0,0.0
2021,192,0.0,0.0,0.0,0.0
2021,196,0.09,0.12,0.06,1.45
2021,203,0.01,0.05,0.01,0.03
2021,204,0.05,0.0,0.0,0.0
2021,208,0.51,1.55,0.14,0.75
2021,212,0.0,0.0,0.0,0.0
2021,214,0.0,0.0,0.0,0.06
2021,218,0.08,0.66,0.0,0.0
2021,222,0.0,0.0,0.0,0.0
2021,226,0.0,0.0,0.0,0.0
2021,231,0.0,0.0,0.01,0.02
2021,232,0.0,0.0,0.0,0.0
2021,233,0.04,0.19,0.0,0.01
2021,238,0.0,0.0,0.0,0.0
2021,242,0.0,0.0,0.0,0.0
2021,246,0.0,0.02,0.0,0.01
2021,251,0.13,0.22,1.53,0.72
2021,258,0.0,0.0,0.04,1.76
2021,260,0.0,0.0,0.0,0.0
2021,262,0.0,0.0,0.0,0.0
2021,266,0.0,0.0,0.0,0.0
2021,268,0.0,0.01,0.0,0.0
2021,270,0.0,0.0,0.0,0.0
2021,275,0.0,0.0,0.0,0.0
2021,276,0.02,0.14,0.04,0.1
2021,288,0.0,0.0,0.0,0.0
2021,292,0.0,0.0,0.0,0.0
2021,296,0.0,0.0,0.0,0.0
2021,300,0.0,0.01,0.04,0.43
2021,304,0.09,0.07,0.0,0.0
2021,308,2.31,37.46,4.22,28.89
2021,316,0.0,0.0,0.0,0.0
2021,320,0.0,0.0,0.0,0.0
2021,324,0.0,0.0,0.0,0.0
2021,328,0.0,0.0,0.0,0.0
2021,332,0.0,0.0,0.0,0.0
2021,340,0.0,0.0,0.01,0.74
2021,344,0.05,0.11,0.02,0.13
2021,348,0.0,0.0,0.01,0.04
2021,352,10.02,12.72,68.64,96.96
2021,360,55.48,19.48,8.74,4.73
2021,364,0.0,0.0,0.13,0.11
2021,368,0.0,0.0,0.0,0.0
2021,372,0.39,0.32,11.27,8.3
2021,376,0.17,1.44,0.27,0.98
2021,380,0.01,0.06,0.11,0.19
2021,384,0.0,0.0,0.0,0.0
2021,388,0.26,1.62,0.03,0.48
2021,392,0.15,0.74,0.04,0.21
2021,398,0.02,0.06,0.0,0.0
2021,400,0.0,0.0,0.0,0.03
2021,404,0.44,0.05,2.41,0.69
2021,408,0.89,4.37,0.04,0.08
2021,410,2.94,9.47,0.03,0.25
2021,414,0.0,0.0,0.0,0.0
2021,417,0.0,0.0,0.0,0.0
2021,418,15.37,0.96,0.0,0.0
2021,422,0.51,0.16,0.02,0.11
2021,426,0.0,0.0,0.0,0.0
2021,428,0.32,0.37,0.12,0.18
2021,430,0.0,0.0,0.0,0.0
2021,434,0.0,0.0,0.0,0.0
2021,440,0.17,0.54,0.01,0.03
2021,442,0.04,0.22,0.0,0.01
2021,446,0.0,0.0,0.0,0.0
2021,450,16.78,2.82,54.48,56.81
2021,454,0.0,0.0,0.0,0.0
2021,458,0.23,0.23,0.06,0.23
2021,462,0.0,0.0,0.0,0.0
2021,466,0.0,0.0,0.0,0.0
2021,470,0.0,0.0,0.0,0.0
2021,478,0.0,0.0,0.0,0.0
2021,480,0.0,0.0,0.65,0.95
2021,484,0.0,0.01,0.07,0.16
2021,490,0.02,0.09,0.03,0.08
2021,496,0.0,0.0,0.0,0.0
2021,498,0.0,0.0,0.0,0.0
2021,499,0.0,0.0,0.0,0.0
2021,500,0.0,0.0,0.0,0.0
2021,504,0.07,0.08,3.31,8.36
2021,508,0.0,0.0,0.0,0.0
2021,512,0.0,0.0,0.0,0.0
2021,516,0.0,0.0,0.0,0.0
2021,520,0.0,0.0,0.0,0.0
2021,524,0.0,0.0,0.0,0.0
2021,528,0.07,0.31,0.08,0.44
2021,531,0.0,0.0,0.0,0.0
2021,533,0.0,0.0,0.0,0.0
2021,534,0.0,0.0,0.0,0.0
2021,535,0.0,0.0,0.01,0.1
2021,540,0.0,0.0,0.0,0.0
2021,548,0.0,0.0,0.0,0.0
2021,554,0.04,0.16,0.04,0.96
2021,558,0.0,0.0,0.0,0.0
2021,562,0.0,0.0,0.2,0.04
2021,566,0.0,0.0,0.0,0.02
2021,570,0.0,0.0,0.0,0.0
2021,574,0.0,0.0,0.0,0.0
2021,579,0.4,0.21,3.46,2.67
2021,580,0.0,0.0,0.0,0.0
2021,583,0.0,0.0,0.0,0.0
2021,584,0.0,0.0,0.0,0.0
2021,585,0.0,0.0,0.0,0.0
2021,586,0.0,0.0,0.0,0.0
2021,591,0.0,0.0,0.11,0.3
2021,598,0.0,0.0,0.0,0.0
2021,600,0.0,0.0,0.0,0.0
2021,604,0.05,0.05,59.62,42.54
2021,608,2.49,4.34,5.35,10.1
2021,612,0.0,0.0,0.0,0.0
2021,616,0.08,0.19,0.0,0.03
2021,620,0.09,0.44,1.03,1.93
2021,624,0.0,0.0,0.0,0.0
2021,626,25.22,4.63,10.58,10.04
2021,634,0.0,0.0,0.0,0.0
2021,642,0.0,0.02,0.0,0.02
2021,643,0.05,0.17,0.05,0.02
2021,646,0.0,0.0,0.0,0.0
2021,652,0.0,0.0,0.0,0.0
2021,654,0.0,0.0,0.0,0.0
2021,659,0.0,0.0,0.01,0.16
2021,660,0.0,0.0,0.0,0.0
2021,662,101.85,564.11,57.9,1029.76
2021,666,0.0,0.0,0.0,0.0
2021,670,0.63,3.07,0.12,0.81
2021,674,0.0,0.0,0.0,0.0
2021,678,0.0,0.0,0.0,0.0
2021,682,0.0,0.0,0.0,0.01
2021,686,0.0,0.01,0.0,0.01
2021,688,0.0,0.0,0.02,0.01
2021,690,0.0,0.0,0.0,0.0
2021,694,0.0,0.0,0.0,0.0
2021,699,0.03,0.3,0.02,0.17
2021,702,0.01,0.1,0.01,0.09
2021,703,0.0,0.01,0.22,0.02
2021,704,0.08,0.15,2.94,0.88
2021,705,0.02,0.08,0.03,0.33
2021,706,0.0,0.0,0.0,0.0
2021,710,0.76,0.29,1.98,2.8
2021,716,0.0,0.0,0.0,0.0
2021,724,0.23,0.6,0.55,0.38
2021,728,0.0,0.0,0.0,0.0
2021,729,0.0,0.0,0.0,0.0
2021,740,0.0,0.0,0.0,0.0
2021,748,0.0,0.0,0.0,0.0
2021,752,0.02,0.22,0.01,0.14
2021,757,0.0,0.0,0.0,0.0
2021,760,0.0,0.0,0.0,0.0
2021,762,0.0,0.0,0.0,0.0
2021,764,0.03,0.22,0.04,0.15
2021,768,0.0,0.0,0.0,0.0
2021,772,0.0,0.0,0.0,0.0
2021,776,629.35,293.14,0.03,0.19
2021,780,0.03,0.08,0.09,0.19
2021,784,0.01,0.03,0.07,0.06
2021,788,0.0,0.0,0.28,0.35
2021,792,0.01,0.02,0.0,0.0
2021,795,0.0,0.0,0.0,0.0
2021,796,0.06,0.59,0.0,0.0
2021,798,0.0,0.0,0.0,0.0
2021,800,0.0,0.0,0.01,0.01
2021,804,0.0,0.01,0.04,0.19
2021,807,0.0,0.0,0.0,0.0
2021,818,0.0,0.0,0.03,0.04
2021,826,0.15,0.48,0.24,0.6
2021,834,4.06,2.26,55.55,35.93
2021,842,0.08,0.27,0.04,0.34
2021,854,0.01,0.18,0.0,0.0
2021,858,0.0,0.0,0.0,0.0
2021,860,0.0,0.0,0.0,0.0
2021,862,9.62,2.59,2.48,2.02
2021,876,0.0,0.0,0.0,0.0
2021,882,0.0,0.0,0.0,0.0
2021,887,0.0,0.0,0.0,0.0
2021,894,0.0,0.0,0.0,0.0
2019,4,0.0,0.0,0.18,0.49
2019,8,0.0,0.0,0.0,0.0
2019,12,0.0,0.0,0.0,0.0
2019,16,0.0,0.0,0.0,0.0
2019,20,0.19,1.45,0.0,0.0
2019,24,0.0,0.0,0.0,0.0
2019,28,0.0,0.0,0.0,0.0
2019,31,0.0,0.0,0.0,0.0
2019,32,0.0,0.0,0.0,0.0
2019,36,0.23,0.14,0.28,0.32
2019,40,0.03,0.1,0.01,0.12
2019,44,0.0,0.0,0.36,4.79
2019,48,0.0,0.01,0.0,0.0
2019,50,0.0,0.0,0.0,0.0
2019,51,0.0,0.0,0.0,0.0
2019,52,0.0,0.0,0.06,0.04
2019,56,0.02,0.08,0.07,0.18
2019,60,0.0,0.0,0.0,0.0
2019,64,0.0,0.0,0.0,0.0
2019,68,0.0,0.0,0.0,0.0
2019,70,0.0,0.0,0.0,0.0
2019,72,0.0,0.0,0.0,0.0
2019,76,0.03,0.04,0.33,0.35
2019,84,0.0,0.0,0.07,0.08
2019,86,0.0,0.0,0.0,0.0
2019,90,0.0,0.0,0.0,0.0
2019,92,0.0,0.0,0.0,0.0
2019,96,0.03,0.14,0.0,0.0
2019,100,0.06,0.1,0.08,0.42
2019,104,1.89,0.5,0.03,0.11
2019,108,0.0,0.0,0.0,0.0
2019,112,0.03,0.05,0.01,0.02
2019,116,0.0,0.0,0.0,0.0
2019,120,0.0,0.0,0.0,0.0
2019,124,0.13,0.46,1.22,2.1
2019,132,0.0,0.0,0.0,0.0
2019,136,0.0,0.0,0.0,0.0
2019,140,0.0,0.0,0.0,0.0
2019,144,0.29,0.16,0.14,0.19
2019,148,0.0,0.0,0.0,0.0
2019,152,2.43,3.01,64.35,68.31
2019,156,0.85,1.57,0.11,0.2
2019,162,0.0,0.0,0.0,0.0
2019,166,0.0,0.0,0.0,0.0
2019,170,0.0,0.0,0.0,0.0
2019,174,0.0,0.0,0.0,0.0
2019,178,0.0,0.0,0.0,0.0
2019,180,0.0,0.0,0.0,0.0
2019,184,0.0,0.0,0.0,0.0
2019,188,0.0,0.0,0.0,0.0
2019,191,0.0,0.01,0.02,0.09
2019,192,0.0,0.0,0.0,0.0
2019,196,0.02,0.02,0.0,0.0
2019,203,0.02,0.03,0.0,0.01
2019,204,0.0,0.0,0.01,0.0
2019,208,0.32,0.89,0.1,0.94
2019,212,2.49,1.32,0.0,0.0
2019,214,0.0,0.01,0.0,0.0
2019,218,0.08,0.8,0.0,0.05
2019,222,0.0,0.0,0.0,0.0
2019,226,0.0,0.0,0.0,0.0
2019,231,0.0,0.0,0.02,0.04
2019,232,0.0,0.0,0.0,0.0
2019,233,0.01,0.04,0.05,0.2
2019,238,0.0,0.0,0.0,0.0
2019,242,0.0,0.0,0.0,0.0
2019,246,0.0,0.01,0.01,0.04
2019,251,0.06,0.13,1.1,0.75
2019,258,0.0,0.0,0.0,0.03
2019,260,0.0,0.0,0.0,0.0
2019,262,0.0,0.0,0.0,0.0
2019,266,0.0,0.0,0.0,0.0
2019,268,0.01,0.01,0.0,0.0
2019,270,0.0,0.0,0.0,0.0
2019,275,0.0,0.0,0.52,2.37
2019,276,0.03,0.11,0.03,0.06
2019,288,0.0,0.0,0.0,0.0
2019,292,0.0,0.0,0.0,0.0
2019,296,0.0,0.0,0.0,0.0
2019,300,0.01,0.01,0.02,0.3
2019,304,0.0,0.01,0.0,0.01
2019,308,0.17,6.6,0.12,4.3
2019,316,0.0,0.0,0.0,0.0
2019,320,0.0,0.0,0.0,0.0
2019,324,0.0,0.0,0.0,0.0
2019,328,0.0,0.0,0.0,0.0
2019,332,0.0,0.0,0.0,0.0
2019,340,0.0,0.0,0.0,0.97
2019,344,0.04,0.08,0.0,0.01
2019,348,0.0,0.01,0.02,0.07
2019,352,11.07,11.18,37.16,78.35
2019,360,58.3,22.17,9.3,8.86
2019,364,0.0,0.0,0.02,0.02
2019,368,0.0,0.0,0.0,0.0
2019,372,0.28,0.26,21.02,10.13
2019,376,0.15,1.17,3.79,3.95
2019,380,0.0,0.03,0.04,0.13
2019,384,0.0,0.0,0.0,0.0
2019,388,0.01,0.13,0.0,0.0
2019,392,0.12,0.65,0.02,0.23
2019,398,0.04,0.04,0.0,0.0
2019,400,0.0,0.0,0.01,0.0
2019,404,0.0,0.02,1.16,0.64
2019,408,0.02,0.08,0.0,0.01
2019,410,3.62,10.3,0.04,0.46
2019,414,0.0,0.0,0.0,0.0
2019,417,0.0,0.0,0.0,0.0
2019,418,0.0,0.0,0.0,0.0
2019,422,0.01,0.06,0.0,0.0
2019,426,0.0,0.0,0.0,0.0
2019,428,0.34,0.44,0.05,0.02
2019,430,0.0,0.0,0.01,0.22
2019,434,0.0,0.0,0.0,0.0
2019,440,0.14,0.14,0.01,0.07
2019,442,0.01,0.11,0.0,0.11
2019,446,0.0,0.0,0.0,0.0
2019,450,10.41,2.32,39.51,38.88
2019,454,0.0,0.0,0.0,0.0
2019,458,0.33,0.28,0.04,0.19
2019,462,0.0,0.0,0.0,0.0
2019,466,0.0,0.0,0.0,0.0
2019,470,0.63,3.01,0.0,0.0
2019,478,0.0,0.0,0.0,0.0
2019,480,0.0,0.0,0.0,0.0
2019,484,0.01,0.02,0.08,0.13
2019,490,0.03,0.16,0.04,0.12
2019,496,0.0,0.0,0.0,0.0
2019,498,0.05,0.19,0.0,0.0
2019,499,0.0,0.0,0.0,0.0
2019,500,0.0,0.0,0.0,0.0
2019,504,1.83,2.66,5.18,19.21
2019,508,0.0,0.0,0.0,0.0
2019,512,0.0,0.0,0.0,0.0
2019,516,0.0,0.0,0.0,0.0
2019,520,0.0,0.0,0.0,0.0
2019,524,0.0,0.0,0.0,0.0
2019,528,0.04,0.2,0.06,0.34
2019,531,0.0,0.0,0.0,0.0
2019,533,0.0,0.0,0.06,0.21
2019,534,0.0,0.0,0.0,0.0
2019,535,0.0,0.0,0.0,0.0
2019,540,0.0,0.0,0.0,0.0
2019,548,0.0,0.0,0.0,0.0
2019,554,0.09,0.3,0.64,1.04
2019,558,0.0,0.0,0.0,0.0
2019,562,0.0,0.0,0.02,0.01
2019,566,0.0,0.0,0.0,0.0
2019,570,0.0,0.0,0.0,0.0
2019,574,0.0,0.0,0.0,0.0
2019,579,0.1,0.1,4.81,3.91
2019,580,0.0,0.0,0.0,0.0
2019,583,0.0,0.0,0.0,0.0
2019,584,0.0,0.0,0.0,0.0
2019,585,0.0,0.0,0.0,0.0
2019,586,0.0,0.0,0.0,0.0
2019,591,0.02,0.01,0.0,0.0
2019,598,0.0,0.0,0.0,0.0
2019,600,0.0,0.0,0.0,0.0
2019,604,0.43,0.18,57.05,28.86
2019,608,10.22,8.51,7.01,12.86
2019,612,0.0,0.0,0.0,0.0
2019,616,0.05,0.07,0.0,0.02
2019,620,0.1,0.46,1.04,2.35
2019,624,0.0,0.0,0.0,0.0
2019,626,55.97,29.55,0.0,0.0
2019,634,0.0,0.0,0.0,0.0
2019,642,0.0,0.0,0.02,0.08
2019,643,0.02,0.08,0.04,0.02
2019,646,0.0,0.0,0.0,0.0
2019,652,0.0,0.0,0.0,0.0
2019,654,0.0,0.0,0.0,0.0
2019,659,0.0,0.0,0.0,0.0
2019,660,0.0,0.0,0.0,0.0
2019,662,51.31,27.71,1.65,31.28
2019,666,0.0,0.0,0.0,0.0
2019,670,0.09,0.17,0.0,0.0
2019,674,0.0,0.0,0.0,0.0
2019,678,0.0,0.0,0.0,0.0
2019,682,0.0,0.0,0.0,0.0
2019,686,0.25,0.64,0.28,0.67
2019,688,0.0,0.01,0.0,0.0
2019,690,0.0,0.0,0.0,0.0
2019,694,0.0,0.0,0.0,0.0
2019,699,0.04,0.28,0.02,0.21
2019,702,0.02,0.18,0.0,0.04
2019,703,0.04,0.11,0.24,0.09
2019,704,0.06,0.16,0.6,0.42
2019,705,0.0,0.01,0.02,0.2
2019,706,0.0,0.0,0.0,0.0
2019,710,0.29,0.13,0.45,1.01
2019,716,0.0,0.0,0.0,0.0
2019,724,0.31,0.66,0.48,0.71
2019,728,0.0,0.0,0.0,0.0
2019,729,0.0,0.0,0.0,0.0
2019,740,0.0,0.0,0.0,0.0
2019,748,0.0,0.0,0.0,0.0
2019,752,0.06,0.21,0.02,0.29
2019,757,0.0,0.0,0.0,0.07
2019,760,0.0,0.0,0.0,0.0
2019,762,0.0,0.0,0.0,0.0
2019,764,0.07,0.27,0.05,0.14
2019,768,0.0,0.0,0.0,0.0
2019,772,0.0,0.0,0.0,0.0
2019,776,397.24,208.58,0.0,0.0
2019,780,0.02,0.05,0.33,0.63
2019,784,0.01,0.03,0.1,0.07
2019,788,0.0,0.05,0.45,0.6
2019,792,0.0,0.0,0.0,0.01
2019,795,0.0,0.0,0.0,0.0
2019,796,0.0,0.0,0.0,0.0
2019,798,0.0,0.0,0.0,0.0
2019,800,0.0,0.0,0.0,0.0
2019,804,0.0,0.01,0.05,0.19
2019,807,0.0,0.0,0.0,0.0
2019,818,0.0,0.0,0.0,0.0
2019,826,0.37,0.39,0.08,0.5
2019,834,7.35,2.09,112.4,72.53
2019,842,0.05,0.18,0.03,0.3
2019,854,0.02,0.2,0.0,0.0
2019,858,0.0,0.0,0.09,0.07
2019,860,0.0,0.0,0.0,0.0
2019,862,1.09,0.56,0.0,0.0
2019,876,0.0,0.0,0.0,0.0
2019,882,0.0,0.0,0.0,0.0
2019,887,0.0,0.0,0.0,0.0
2019,894,0.0,0.0,0.0,0.0
